CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
7.786,python  data analysis,design,Graphic Designer,26.0,Female,Mumbai,MCA,EEE,Graduate,communication  problem solving,"Telugu, Kannada",unknown,Office,Creative,Part-time Job,Unknown,programming,Yes,python  data analysis design communication  problem solving unknown programming
7.495999999999999,react  java  node.js,data science,Data Analyst,28.0,Female,Hyderabad,10th,Commerce,Student,leadership  creativity,Tamil,full stack development,Hybrid,Technical,Research Assistant,Hackathon Winner,data analysis,No,react  java  node.js data science leadership  creativity full stack development data analysis
5.077,node.js  python  sql,software development,Software Engineer,21.0,Female,Delhi,MCA,CSE,Graduate,creativity,"Telugu, English",azure,Office,Creative,Unknown,Top Performer,project management,Yes,node.js  python  sql software development creativity azure project management
9.285,html/css  react,marketing,Digital Marketing Specialist,23.0,Male,Amalapuram,12th,BBA,Graduate,communication  leadership  teamwork,Tamil,data science  python,Remote,Social,Freelance Project,Awarded Best Project,problem solving,No,html/css  react marketing communication  leadership  teamwork data science  python problem solving
5.082,python  javascript,cybersecurity,Ethical Hacker,27.0,Male,Bangalore,B.Tech,Mechanical,Student,leadership  problem solving,"Hindi, English",gcp  full stack development,Field Work,Social,Part-time Job,Hackathon Winner,leadership,Yes,python  javascript cybersecurity leadership  problem solving gcp  full stack development leadership
6.0200000000000005,python,software development,Full Stack Developer,26.0,Other,Bangalore,M.Sc,IT,Student,creativity  communication  problem solving,"Tamil, Hindi",azure  data science,Field Work,Social,Part-time Job,Hackathon Winner,problem solving,No,python software development creativity  communication  problem solving azure  data science problem solving
6.418000000000001,sql  javascript,cybersecurity,Cybersecurity Analyst,30.0,Other,Hyderabad,MCA,BBA,Working Professional,time management,Kannada,unknown,Remote,Technical,Research Assistant,Awarded Best Project,project management,No,sql  javascript cybersecurity time management unknown project management
8.026,html/css  python,ai/ml,Deep Learning Engineer,26.0,Male,Bangalore,MBA,EEE,Graduate,problem solving  creativity,Telugu,gcp  machine learning,Field Work,Social,Unknown,Hackathon Winner,project management,No,html/css  python ai/ml problem solving  creativity gcp  machine learning project management
9.144,data analysis,ai/ml,Deep Learning Engineer,24.0,Male,Bangalore,MCA,IT,Working Professional,creativity  time management  problem solving,Kannada,unknown,Field Work,Creative,Internship at XYZ,Top Performer,teamwork,No,data analysis ai/ml creativity  time management  problem solving unknown teamwork
8.245999999999999,c++  react  javascript,design,Graphic Designer,30.0,Female,Hyderabad,12th,Civil,Student,communication  leadership,"English, Hindi",python  aws,Remote,Technical,Unknown,Published Paper,programming,Yes,c++  react  javascript design communication  leadership python  aws programming
5.148,python,marketing,Marketing Executive,18.0,Female,Pune,M.Tech,EEE,Student,teamwork,"Hindi, English",python  full stack development,Field Work,Analytical,Freelance Project,Awarded Best Project,data analysis,Yes,python marketing teamwork python  full stack development data analysis
9.583,javascript  data analysis  java,data science,Data Analyst,24.0,Female,Bangalore,B.Tech,IT,Graduate,creativity,Telugu,unknown,Remote,Technical,Part-time Job,Hackathon Winner,project management,Yes,javascript  data analysis  java data science creativity unknown project management
8.790000000000001,sql,management,Operations Manager,28.0,Female,Bangalore,B.Tech,Civil,Student,communication,"English, Hindi",aws,Field Work,Creative,Unknown,Published Paper,teamwork,No,sql management communication aws teamwork
7.053,sql  python  html/css,management,Project Manager,19.0,Female,Amalapuram,B.Tech,EEE,Student,creativity,"Tamil, Telugu",unknown,Field Work,Analytical,Startup Experience,Employee of the Month,programming,Yes,sql  python  html/css management creativity unknown programming
8.770999999999999,html/css  java,management,Project Manager,25.0,Female,Delhi,B.Sc,IT,Working Professional,leadership,Kannada,unknown,Field Work,Analytical,Part-time Job,Top Performer,problem solving,No,html/css  java management leadership unknown problem solving
5.4030000000000005,data analysis  node.js,management,Operations Manager,30.0,Other,Chennai,12th,ECE,Graduate,leadership,"Telugu, Tamil",unknown,Remote,Analytical,Freelance Project,Published Paper,teamwork,Yes,data analysis  node.js management leadership unknown teamwork
7.273000000000001,c++  node.js  data analysis,ai/ml,AI Researcher,21.0,Male,Vizag,12th,EEE,Working Professional,leadership  problem solving  communication,"English, Telugu",unknown,Remote,Analytical,Part-time Job,Published Paper,project management,Yes,c++  node.js  data analysis ai/ml leadership  problem solving  communication unknown project management
8.190999999999999,python  javascript,ai/ml,AI Researcher,25.0,Other,Vizag,B.Tech,Commerce,Student,time management  teamwork  communication,"Marathi, English",unknown,Field Work,Technical,Research Assistant,Employee of the Month,problem solving,Yes,python  javascript ai/ml time management  teamwork  communication unknown problem solving
8.254000000000001,java  react  data analysis,software development,Frontend Developer,27.0,Female,Amalapuram,M.Sc,Commerce,Student,leadership  time management  teamwork,"Tamil, Telugu",gcp,Office,Technical,Internship at XYZ,Published Paper,project management,Yes,java  react  data analysis software development leadership  time management  teamwork gcp project management
5.014,python  react,marketing,SEO Analyst,25.0,Male,Vizag,12th,Mechanical,Student,leadership  teamwork,Telugu,full stack development  gcp,Remote,Analytical,Freelance Project,Hackathon Winner,programming,Yes,python  react marketing leadership  teamwork full stack development  gcp programming
5.8420000000000005,node.js  html/css  c++,management,Operations Manager,21.0,Other,Vizag,B.Tech,Civil,Graduate,creativity  problem solving,"Hindi, Tamil",azure  python,Hybrid,Analytical,Internship at XYZ,Top Performer,programming,Yes,node.js  html/css  c++ management creativity  problem solving azure  python programming
6.118,html/css  c++,ai/ml,Machine Learning Engineer,29.0,Male,Mumbai,B.Sc,IT,Graduate,time management  creativity  teamwork,Marathi,gcp,Field Work,Creative,Freelance Project,Published Paper,programming,No,html/css  c++ ai/ml time management  creativity  teamwork gcp programming
9.361,node.js,software development,Frontend Developer,22.0,Male,Chennai,B.Sc,Mechanical,Graduate,time management,Marathi,unknown,Hybrid,Analytical,Internship at XYZ,Published Paper,data analysis,No,node.js software development time management unknown data analysis
7.931,react,software development,Software Engineer,27.0,Male,Bangalore,B.Sc,EEE,Graduate,communication  creativity,"English, Kannada",data science,Remote,Social,Research Assistant,Unknown,problem solving,No,react software development communication  creativity data science problem solving
6.307,sql  python  html/css,design,Product Designer,18.0,Other,Amalapuram,M.Sc,BBA,Working Professional,leadership  problem solving  creativity,Tamil,azure,Field Work,Social,Part-time Job,Unknown,leadership,No,sql  python  html/css design leadership  problem solving  creativity azure leadership
9.513,html/css,data science,Data Scientist,19.0,Male,Amalapuram,B.Tech,CSE,Graduate,time management  leadership,Hindi,python,Office,Social,Freelance Project,Employee of the Month,teamwork,No,html/css data science time management  leadership python teamwork
5.583,java  html/css,cybersecurity,Cybersecurity Analyst,20.0,Female,Pune,B.Tech,CSE,Working Professional,problem solving  leadership,Marathi,unknown,Office,Technical,Freelance Project,Top Performer,project management,No,java  html/css cybersecurity problem solving  leadership unknown project management
6.171,javascript,marketing,SEO Analyst,24.0,Other,Delhi,MCA,CSE,Graduate,leadership  problem solving  creativity,Telugu,data science  azure,Remote,Social,Part-time Job,Hackathon Winner,problem solving,Yes,javascript marketing leadership  problem solving  creativity data science  azure problem solving
6.078,javascript  html/css,design,Graphic Designer,22.0,Other,Delhi,MBA,CSE,Student,time management  creativity  teamwork,Telugu,unknown,Hybrid,Technical,Research Assistant,Top Performer,problem solving,Yes,javascript  html/css design time management  creativity  teamwork unknown problem solving
8.899,data analysis  react,cybersecurity,Cybersecurity Analyst,24.0,Female,Vizag,B.Tech,ECE,Working Professional,time management  problem solving  leadership,"Telugu, English",python  aws,Remote,Technical,Internship at XYZ,Hackathon Winner,problem solving,Yes,data analysis  react cybersecurity time management  problem solving  leadership python  aws problem solving
9.796,node.js  python  data analysis,design,Graphic Designer,19.0,Female,Hyderabad,12th,Civil,Graduate,time management  creativity,Tamil,azure  full stack development,Field Work,Creative,Freelance Project,Published Paper,data analysis,Yes,node.js  python  data analysis design time management  creativity azure  full stack development data analysis
6.954000000000001,data analysis  python  javascript,data science,Data Scientist,29.0,Male,Bangalore,MBA,Commerce,Student,creativity,"Marathi, English",full stack development  machine learning,Hybrid,Social,Part-time Job,Employee of the Month,problem solving,No,data analysis  python  javascript data science creativity full stack development  machine learning problem solving
7.257,c++  sql,cybersecurity,Cybersecurity Analyst,21.0,Male,Mumbai,M.Sc,BBA,Working Professional,leadership,Marathi,azure,Hybrid,Social,Research Assistant,Hackathon Winner,programming,Yes,c++  sql cybersecurity leadership azure programming
9.031,html/css  node.js,ai/ml,AI Researcher,29.0,Male,Hyderabad,M.Sc,Mechanical,Working Professional,creativity,Tamil,unknown,Office,Creative,Unknown,Unknown,project management,Yes,html/css  node.js ai/ml creativity unknown project management
6.552,react,data science,Data Analyst,25.0,Female,Chennai,10th,Commerce,Student,leadership,Marathi,gcp  python,Hybrid,Technical,Unknown,Published Paper,data analysis,No,react data science leadership gcp  python data analysis
8.456,javascript  java,marketing,Digital Marketing Specialist,20.0,Male,Amalapuram,10th,Civil,Working Professional,leadership  time management,Tamil,machine learning  python,Hybrid,Analytical,Research Assistant,Awarded Best Project,problem solving,Yes,javascript  java marketing leadership  time management machine learning  python problem solving
6.728,html/css  data analysis,software development,Software Engineer,23.0,Male,Delhi,M.Sc,Civil,Student,problem solving  communication  leadership,"Hindi, Kannada",unknown,Office,Technical,Internship at XYZ,Employee of the Month,project management,Yes,html/css  data analysis software development problem solving  communication  leadership unknown project management
7.378,javascript  sql  c++,data science,Business Analyst,29.0,Other,Amalapuram,MCA,BBA,Student,time management  communication,Tamil,python  full stack development,Remote,Analytical,Research Assistant,Awarded Best Project,data analysis,No,javascript  sql  c++ data science time management  communication python  full stack development data analysis
5.625,react,software development,Full Stack Developer,27.0,Female,Mumbai,12th,EEE,Student,creativity,Hindi,full stack development,Field Work,Creative,Startup Experience,Unknown,programming,No,react software development creativity full stack development programming
9.583,data analysis  html/css  node.js,ai/ml,Deep Learning Engineer,20.0,Female,Pune,B.Sc,BBA,Graduate,leadership  time management,"Kannada, English",unknown,Field Work,Analytical,Startup Experience,Awarded Best Project,teamwork,No,data analysis  html/css  node.js ai/ml leadership  time management unknown teamwork
5.372999999999999,sql,cybersecurity,Ethical Hacker,19.0,Other,Mumbai,10th,IT,Graduate,creativity,Tamil,data science,Hybrid,Social,Startup Experience,Published Paper,project management,Yes,sql cybersecurity creativity data science project management
9.013,python  sql,cybersecurity,Cybersecurity Analyst,28.0,Other,Hyderabad,MCA,Civil,Student,problem solving  teamwork,"Telugu, Marathi",aws  azure,Office,Analytical,Part-time Job,Awarded Best Project,teamwork,No,python  sql cybersecurity problem solving  teamwork aws  azure teamwork
5.558,html/css  data analysis,management,Business Manager,26.0,Other,Delhi,12th,ECE,Graduate,problem solving  communication  teamwork,Hindi,python,Field Work,Social,Unknown,Top Performer,project management,No,html/css  data analysis management problem solving  communication  teamwork python project management
7.17,data analysis  html/css  python,design,UI/UX Designer,26.0,Male,Mumbai,M.Tech,Mechanical,Graduate,communication  time management  leadership,"Tamil, Kannada",data science  gcp,Remote,Technical,Freelance Project,Top Performer,programming,No,data analysis  html/css  python design communication  time management  leadership data science  gcp programming
8.833,node.js  sql  java,marketing,Marketing Executive,23.0,Male,Delhi,MBA,Mechanical,Student,creativity  time management,"English, Tamil",unknown,Remote,Social,Part-time Job,Employee of the Month,data analysis,Yes,node.js  sql  java marketing creativity  time management unknown data analysis
9.798,node.js  java,design,Graphic Designer,22.0,Other,Chennai,MCA,Civil,Graduate,communication,Kannada,unknown,Field Work,Creative,Part-time Job,Unknown,project management,No,node.js  java design communication unknown project management
6.411,node.js  html/css  sql,ai/ml,Machine Learning Engineer,18.0,Other,Vizag,MCA,BBA,Working Professional,creativity,English,gcp,Hybrid,Creative,Freelance Project,Employee of the Month,problem solving,Yes,node.js  html/css  sql ai/ml creativity gcp problem solving
6.2490000000000006,node.js  javascript,cybersecurity,Ethical Hacker,20.0,Other,Bangalore,12th,Mechanical,Student,time management,Tamil,unknown,Remote,Social,Freelance Project,Hackathon Winner,leadership,No,node.js  javascript cybersecurity time management unknown leadership
8.893,java,design,Graphic Designer,23.0,Male,Pune,10th,IT,Student,communication  leadership,"Tamil, Hindi",unknown,Hybrid,Technical,Freelance Project,Published Paper,data analysis,No,java design communication  leadership unknown data analysis
6.503,node.js  javascript  python,design,Product Designer,26.0,Female,Amalapuram,10th,ECE,Student,communication  leadership,"Tamil, Kannada",full stack development,Field Work,Analytical,Part-time Job,Awarded Best Project,data analysis,Yes,node.js  javascript  python design communication  leadership full stack development data analysis
6.640000000000001,python  java,design,Product Designer,27.0,Female,Pune,M.Sc,CSE,Student,communication,Marathi,machine learning,Office,Social,Part-time Job,Unknown,problem solving,Yes,python  java design communication machine learning problem solving
5.051,javascript  python,ai/ml,Machine Learning Engineer,22.0,Male,Pune,MCA,EEE,Student,teamwork,"Tamil, Hindi",gcp,Hybrid,Creative,Startup Experience,Top Performer,leadership,Yes,javascript  python ai/ml teamwork gcp leadership
6.772,react  html/css,software development,Full Stack Developer,22.0,Male,Delhi,B.Sc,CSE,Student,problem solving  communication  teamwork,"Telugu, English",unknown,Field Work,Analytical,Research Assistant,Awarded Best Project,project management,No,react  html/css software development problem solving  communication  teamwork unknown project management
5.479,react  c++,ai/ml,AI Researcher,21.0,Other,Bangalore,10th,IT,Student,teamwork  problem solving  creativity,"Tamil, Telugu",aws,Office,Technical,Unknown,Top Performer,data analysis,No,react  c++ ai/ml teamwork  problem solving  creativity aws data analysis
6.422,sql,cybersecurity,Ethical Hacker,25.0,Female,Chennai,12th,BBA,Student,leadership  problem solving  teamwork,Telugu,unknown,Field Work,Creative,Research Assistant,Published Paper,teamwork,Yes,sql cybersecurity leadership  problem solving  teamwork unknown teamwork
9.692,sql  html/css,design,UI/UX Designer,21.0,Other,Amalapuram,M.Tech,Commerce,Student,leadership,Tamil,python  azure,Office,Social,Unknown,Employee of the Month,leadership,No,sql  html/css design leadership python  azure leadership
5.075,html/css,design,Graphic Designer,19.0,Female,Vizag,MCA,ECE,Student,creativity  teamwork,"Hindi, Marathi",aws,Field Work,Technical,Part-time Job,Hackathon Winner,leadership,Yes,html/css design creativity  teamwork aws leadership
5.121,sql,marketing,Marketing Executive,19.0,Other,Amalapuram,B.Sc,EEE,Student,time management  problem solving  leadership,"Marathi, Telugu",unknown,Hybrid,Social,Unknown,Top Performer,project management,Yes,sql marketing time management  problem solving  leadership unknown project management
5.647,data analysis,cybersecurity,Security Engineer,24.0,Male,Bangalore,12th,CSE,Student,time management  creativity,Hindi,unknown,Office,Technical,Internship at XYZ,Unknown,problem solving,Yes,data analysis cybersecurity time management  creativity unknown problem solving
8.645,html/css  sql,management,Operations Manager,29.0,Female,Pune,M.Sc,BBA,Working Professional,time management  leadership,"English, Marathi",machine learning  python,Remote,Technical,Research Assistant,Published Paper,teamwork,No,html/css  sql management time management  leadership machine learning  python teamwork
5.887,html/css  java,software development,Full Stack Developer,30.0,Male,Amalapuram,MCA,Commerce,Student,teamwork  communication  creativity,"Kannada, Telugu",unknown,Field Work,Technical,Research Assistant,Top Performer,project management,No,html/css  java software development teamwork  communication  creativity unknown project management
5.07,sql,management,Business Manager,23.0,Male,Pune,MBA,Commerce,Graduate,teamwork  problem solving,"Telugu, Hindi",full stack development  python,Field Work,Analytical,Startup Experience,Awarded Best Project,problem solving,No,sql management teamwork  problem solving full stack development  python problem solving
6.437,data analysis  node.js  sql,ai/ml,AI Researcher,24.0,Male,Amalapuram,B.Tech,IT,Working Professional,communication,English,python  machine learning,Remote,Social,Freelance Project,Top Performer,leadership,No,data analysis  node.js  sql ai/ml communication python  machine learning leadership
7.433,html/css  node.js  java,marketing,Marketing Executive,23.0,Female,Delhi,B.Tech,ECE,Graduate,teamwork  problem solving  time management,Hindi,data science  python,Hybrid,Social,Internship at XYZ,Employee of the Month,leadership,No,html/css  node.js  java marketing teamwork  problem solving  time management data science  python leadership
9.936,java,design,UI/UX Designer,28.0,Female,Amalapuram,B.Tech,Mechanical,Student,communication  leadership,"Telugu, Hindi",unknown,Hybrid,Social,Unknown,Top Performer,problem solving,Yes,java design communication  leadership unknown problem solving
7.345000000000001,python,marketing,Digital Marketing Specialist,19.0,Female,Mumbai,10th,EEE,Student,leadership,English,unknown,Remote,Social,Startup Experience,Unknown,data analysis,No,python marketing leadership unknown data analysis
9.792,react  c++,cybersecurity,Security Engineer,23.0,Other,Delhi,M.Sc,Mechanical,Working Professional,teamwork,"Telugu, English",python,Field Work,Creative,Internship at XYZ,Published Paper,problem solving,No,react  c++ cybersecurity teamwork python problem solving
5.023,react  node.js  html/css,marketing,SEO Analyst,18.0,Male,Bangalore,M.Sc,IT,Graduate,time management,"Kannada, Hindi",aws  python,Hybrid,Creative,Freelance Project,Employee of the Month,leadership,No,react  node.js  html/css marketing time management aws  python leadership
7.040000000000001,html/css  sql,management,Operations Manager,21.0,Female,Amalapuram,B.Sc,CSE,Working Professional,teamwork  problem solving,English,azure,Office,Technical,Freelance Project,Top Performer,programming,Yes,html/css  sql management teamwork  problem solving azure programming
5.097,java  javascript,cybersecurity,Ethical Hacker,22.0,Female,Vizag,MBA,Mechanical,Working Professional,problem solving,English,data science  full stack development,Field Work,Creative,Part-time Job,Unknown,data analysis,No,java  javascript cybersecurity problem solving data science  full stack development data analysis
6.345000000000001,react  javascript  sql,management,Project Manager,21.0,Other,Hyderabad,B.Tech,EEE,Working Professional,problem solving  time management  teamwork,"Telugu, Hindi",unknown,Remote,Analytical,Internship at XYZ,Hackathon Winner,data analysis,No,react  javascript  sql management problem solving  time management  teamwork unknown data analysis
8.022,c++  python,design,Product Designer,26.0,Male,Amalapuram,MBA,BBA,Working Professional,communication  creativity,"Marathi, Telugu",unknown,Field Work,Creative,Freelance Project,Employee of the Month,data analysis,No,c++  python design communication  creativity unknown data analysis
6.387,java  c++  sql,ai/ml,AI Researcher,28.0,Other,Pune,MBA,ECE,Working Professional,communication  teamwork  leadership,Marathi,aws  python,Remote,Creative,Freelance Project,Top Performer,problem solving,Yes,java  c++  sql ai/ml communication  teamwork  leadership aws  python problem solving
5.766,c++  html/css,data science,Data Analyst,24.0,Female,Vizag,B.Sc,Commerce,Student,leadership,"Tamil, Hindi",python,Field Work,Analytical,Research Assistant,Hackathon Winner,problem solving,Yes,c++  html/css data science leadership python problem solving
7.19,node.js,design,UI/UX Designer,20.0,Female,Bangalore,10th,BBA,Working Professional,creativity  leadership  communication,English,aws  azure,Hybrid,Technical,Research Assistant,Awarded Best Project,leadership,Yes,node.js design creativity  leadership  communication aws  azure leadership
9.741,html/css,management,Operations Manager,22.0,Other,Amalapuram,12th,ECE,Graduate,creativity  problem solving,English,unknown,Remote,Creative,Internship at XYZ,Unknown,project management,Yes,html/css management creativity  problem solving unknown project management
7.052,data analysis,management,Business Manager,20.0,Other,Vizag,12th,EEE,Student,leadership  teamwork,"Kannada, English",full stack development  python,Field Work,Analytical,Internship at XYZ,Unknown,programming,Yes,data analysis management leadership  teamwork full stack development  python programming
7.089,sql  react  javascript,design,Graphic Designer,24.0,Male,Chennai,M.Tech,BBA,Working Professional,communication  creativity  leadership,Hindi,unknown,Field Work,Creative,Research Assistant,Hackathon Winner,leadership,Yes,sql  react  javascript design communication  creativity  leadership unknown leadership
8.498999999999999,node.js  sql,cybersecurity,Ethical Hacker,27.0,Other,Pune,B.Sc,Commerce,Student,communication  time management,"Kannada, Marathi",unknown,Remote,Analytical,Research Assistant,Awarded Best Project,leadership,No,node.js  sql cybersecurity communication  time management unknown leadership
5.41,python  html/css,ai/ml,Machine Learning Engineer,27.0,Male,Pune,M.Sc,Commerce,Graduate,leadership,English,aws,Remote,Technical,Unknown,Awarded Best Project,teamwork,No,python  html/css ai/ml leadership aws teamwork
8.668000000000001,python,design,UI/UX Designer,30.0,Other,Amalapuram,M.Sc,IT,Student,problem solving,Marathi,unknown,Office,Analytical,Research Assistant,Top Performer,project management,Yes,python design problem solving unknown project management
7.329000000000001,sql  html/css,cybersecurity,Ethical Hacker,22.0,Male,Chennai,MBA,IT,Graduate,teamwork,"Telugu, Tamil",gcp  data science,Office,Analytical,Unknown,Top Performer,teamwork,No,sql  html/css cybersecurity teamwork gcp  data science teamwork
9.738,data analysis  java  html/css,management,Operations Manager,23.0,Male,Amalapuram,B.Tech,Mechanical,Working Professional,teamwork,Hindi,azure  aws,Field Work,Technical,Freelance Project,Employee of the Month,data analysis,No,data analysis  java  html/css management teamwork azure  aws data analysis
8.068999999999999,c++,cybersecurity,Cybersecurity Analyst,26.0,Male,Chennai,B.Tech,Civil,Graduate,time management  communication,"Tamil, Kannada",aws  data science,Field Work,Creative,Startup Experience,Published Paper,problem solving,Yes,c++ cybersecurity time management  communication aws  data science problem solving
9.718,python  sql,marketing,Digital Marketing Specialist,23.0,Female,Bangalore,M.Tech,IT,Working Professional,communication,English,python  aws,Office,Analytical,Unknown,Top Performer,teamwork,No,python  sql marketing communication python  aws teamwork
9.532,html/css  javascript,design,Graphic Designer,30.0,Other,Amalapuram,M.Tech,IT,Student,teamwork  problem solving  leadership,Telugu,data science,Remote,Analytical,Unknown,Hackathon Winner,problem solving,Yes,html/css  javascript design teamwork  problem solving  leadership data science problem solving
8.562999999999999,java,data science,Business Analyst,27.0,Male,Bangalore,M.Sc,IT,Working Professional,communication  time management  problem solving,"Tamil, English",unknown,Remote,Creative,Part-time Job,Unknown,project management,Yes,java data science communication  time management  problem solving unknown project management
7.494,javascript  c++,design,Graphic Designer,20.0,Other,Mumbai,12th,EEE,Student,problem solving  time management  leadership,Hindi,aws  gcp,Office,Technical,Internship at XYZ,Unknown,teamwork,Yes,javascript  c++ design problem solving  time management  leadership aws  gcp teamwork
8.833,html/css  data analysis,marketing,Digital Marketing Specialist,23.0,Other,Bangalore,B.Tech,Mechanical,Student,creativity  leadership,Hindi,unknown,Hybrid,Social,Unknown,Published Paper,leadership,No,html/css  data analysis marketing creativity  leadership unknown leadership
5.468999999999999,python  node.js,management,Operations Manager,21.0,Other,Amalapuram,MCA,Commerce,Working Professional,creativity  teamwork,"Telugu, English",machine learning,Remote,Analytical,Research Assistant,Unknown,problem solving,No,python  node.js management creativity  teamwork machine learning problem solving
7.202,javascript,design,Graphic Designer,29.0,Male,Delhi,M.Sc,CSE,Student,creativity  time management,"Hindi, Telugu",unknown,Hybrid,Social,Freelance Project,Awarded Best Project,problem solving,No,javascript design creativity  time management unknown problem solving
7.759,c++,data science,Data Analyst,25.0,Other,Mumbai,M.Sc,ECE,Graduate,leadership,Telugu,unknown,Remote,Analytical,Part-time Job,Hackathon Winner,programming,Yes,c++ data science leadership unknown programming
5.754,react,design,UI/UX Designer,18.0,Male,Chennai,B.Sc,EEE,Student,creativity  communication,English,full stack development  data science,Office,Analytical,Research Assistant,Unknown,problem solving,Yes,react design creativity  communication full stack development  data science problem solving
7.313,javascript  react  sql,management,Business Manager,26.0,Female,Chennai,MCA,IT,Student,problem solving  creativity,"Telugu, Marathi",unknown,Field Work,Social,Startup Experience,Published Paper,project management,Yes,javascript  react  sql management problem solving  creativity unknown project management
5.036,node.js  javascript,design,UI/UX Designer,22.0,Female,Chennai,M.Tech,Civil,Working Professional,leadership  communication  teamwork,Hindi,machine learning  aws,Remote,Social,Internship at XYZ,Hackathon Winner,programming,Yes,node.js  javascript design leadership  communication  teamwork machine learning  aws programming
9.795,sql  c++,management,Project Manager,27.0,Male,Bangalore,M.Sc,Commerce,Working Professional,creativity  leadership  problem solving,Tamil,unknown,Hybrid,Creative,Startup Experience,Hackathon Winner,teamwork,No,sql  c++ management creativity  leadership  problem solving unknown teamwork
5.703,node.js,data science,Data Scientist,29.0,Other,Delhi,MBA,IT,Working Professional,creativity,"English, Kannada",machine learning  azure,Field Work,Social,Freelance Project,Awarded Best Project,problem solving,Yes,node.js data science creativity machine learning  azure problem solving
6.167,java  node.js  sql,data science,Data Analyst,24.0,Male,Delhi,MCA,IT,Working Professional,communication  time management  leadership,"Kannada, English",full stack development  gcp,Remote,Analytical,Startup Experience,Top Performer,leadership,Yes,java  node.js  sql data science communication  time management  leadership full stack development  gcp leadership
6.093999999999999,data analysis,data science,Data Analyst,23.0,Female,Hyderabad,B.Sc,IT,Graduate,communication,Telugu,python  data science,Field Work,Technical,Freelance Project,Employee of the Month,project management,No,data analysis data science communication python  data science project management
9.033,javascript  python,design,Graphic Designer,30.0,Female,Amalapuram,12th,ECE,Working Professional,communication  creativity  teamwork,Hindi,unknown,Remote,Creative,Startup Experience,Unknown,leadership,Yes,javascript  python design communication  creativity  teamwork unknown leadership
6.8340000000000005,sql  c++  data analysis,cybersecurity,Cybersecurity Analyst,26.0,Female,Amalapuram,B.Sc,Commerce,Student,leadership,"Hindi, Telugu",data science  gcp,Remote,Creative,Startup Experience,Awarded Best Project,project management,Yes,sql  c++  data analysis cybersecurity leadership data science  gcp project management
5.479,data analysis  javascript,data science,Business Analyst,28.0,Female,Bangalore,MCA,Commerce,Working Professional,time management  creativity,English,data science  python,Field Work,Social,Freelance Project,Unknown,project management,No,data analysis  javascript data science time management  creativity data science  python project management
8.911,python,marketing,Marketing Executive,26.0,Female,Bangalore,M.Tech,Mechanical,Working Professional,time management  leadership  communication,Tamil,full stack development  machine learning,Field Work,Technical,Research Assistant,Unknown,programming,Yes,python marketing time management  leadership  communication full stack development  machine learning programming
9.91,data analysis  html/css,software development,Full Stack Developer,29.0,Male,Vizag,12th,Civil,Graduate,teamwork  creativity  communication,"Telugu, Marathi",machine learning,Remote,Technical,Research Assistant,Employee of the Month,programming,Yes,data analysis  html/css software development teamwork  creativity  communication machine learning programming
5.818,react  c++,software development,Full Stack Developer,25.0,Male,Chennai,M.Sc,EEE,Working Professional,time management  problem solving  leadership,"English, Hindi",unknown,Remote,Analytical,Research Assistant,Published Paper,programming,No,react  c++ software development time management  problem solving  leadership unknown programming
9.977,sql  python  java,management,Project Manager,24.0,Male,Hyderabad,12th,CSE,Graduate,communication  time management  creativity,Hindi,unknown,Field Work,Analytical,Unknown,Awarded Best Project,teamwork,No,sql  python  java management communication  time management  creativity unknown teamwork
9.211,java  react,design,Graphic Designer,20.0,Male,Chennai,10th,BBA,Working Professional,teamwork  leadership  problem solving,"Tamil, English",data science,Hybrid,Analytical,Freelance Project,Unknown,programming,No,java  react design teamwork  leadership  problem solving data science programming
8.084999999999999,c++,data science,Data Analyst,28.0,Other,Chennai,12th,Commerce,Graduate,creativity  communication,Tamil,data science,Hybrid,Creative,Unknown,Published Paper,teamwork,No,c++ data science creativity  communication data science teamwork
6.557,c++  react,data science,Data Analyst,29.0,Male,Mumbai,12th,CSE,Graduate,teamwork  time management,"Telugu, Tamil",python  gcp,Office,Analytical,Startup Experience,Awarded Best Project,programming,Yes,c++  react data science teamwork  time management python  gcp programming
5.872999999999999,react,marketing,Digital Marketing Specialist,19.0,Female,Amalapuram,12th,ECE,Student,communication  leadership  creativity,Kannada,azure,Hybrid,Technical,Unknown,Hackathon Winner,teamwork,No,react marketing communication  leadership  creativity azure teamwork
7.624,java  data analysis,data science,Data Scientist,26.0,Other,Delhi,B.Sc,ECE,Working Professional,communication  time management,Marathi,machine learning,Field Work,Social,Freelance Project,Unknown,data analysis,Yes,java  data analysis data science communication  time management machine learning data analysis
7.147,sql  java  javascript,cybersecurity,Ethical Hacker,18.0,Female,Amalapuram,M.Tech,Commerce,Student,communication  teamwork,"Kannada, Hindi",full stack development  data science,Hybrid,Technical,Unknown,Top Performer,teamwork,No,sql  java  javascript cybersecurity communication  teamwork full stack development  data science teamwork
7.151999999999999,html/css  c++  java,cybersecurity,Security Engineer,23.0,Other,Delhi,12th,BBA,Graduate,leadership  creativity,"English, Marathi",data science  python,Remote,Analytical,Freelance Project,Employee of the Month,teamwork,Yes,html/css  c++  java cybersecurity leadership  creativity data science  python teamwork
