CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
5.708,"Node.js, Data Analysis, C++",Software Development,Full Stack Developer,24,Female,Amalapuram,10th,Civil,Working Professional,Creativity,"Kannada, Marathi",,Hybrid,Analytical,Part-time Job,,Programming,Yes
7.909000000000001,SQL,Cybersecurity,Ethical Hacker,25,Male,Bangalore,B.Sc,IT,Working Professional,"Teamwork, Leadership, Creativity",Telugu,GCP,Hybrid,Analytical,Startup Experience,Hackathon Winner,Problem Solving,No
8.111,"SQL, Java, HTML/CSS",Data Science,Business Analyst,21,Female,Hyderabad,10th,CSE,Graduate,"Leadership, Problem Solving","Kannada, Tamil","AWS, Machine Learning",Hybrid,Technical,,Employee of the Month,Leadership,Yes
8.711,JavaScript,Design,UI/UX Designer,28,Female,Bangalore,M.Tech,Mechanical,Graduate,"Time Management, Creativity, Teamwork","English, Marathi",Full Stack Development,Field Work,Creative,,,Programming,No
8.294,"Java, Data Analysis, JavaScript",Data Science,Business Analyst,23,Male,Chennai,B.Tech,Commerce,Graduate,"Communication, Teamwork, Leadership","Marathi, Hindi","Python, Full Stack Development",Office,Technical,Research Assistant,Employee of the Month,Teamwork,No
6.840999999999999,"Java, Node.js",Software Development,Full Stack Developer,30,Female,Pune,MCA,EEE,Graduate,Communication,"Hindi, Telugu","Full Stack Development, Azure",Hybrid,Analytical,Internship at XYZ,Top Performer,Leadership,No
5.5329999999999995,"HTML/CSS, C++",Management,Business Manager,19,Other,Mumbai,M.Sc,EEE,Working Professional,Leadership,"Hindi, English","Data Science, Full Stack Development",Office,Creative,Startup Experience,Awarded Best Project,Teamwork,No
7.641,React,Marketing,Marketing Executive,23,Other,Pune,10th,ECE,Student,"Time Management, Problem Solving, Leadership","Marathi, Hindi","Azure, Data Science",Hybrid,Social,Startup Experience,Published Paper,Problem Solving,No
6.789,"Node.js, HTML/CSS",Software Development,Backend Developer,18,Other,Hyderabad,M.Sc,EEE,Graduate,"Time Management, Communication",Marathi,Azure,Hybrid,Technical,Startup Experience,,Leadership,No
6.756,"HTML/CSS, Python, Data Analysis",AI/ML,Machine Learning Engineer,20,Female,Delhi,M.Sc,BBA,Graduate,"Creativity, Time Management, Leadership","English, Marathi",Full Stack Development,Remote,Analytical,,,Leadership,No
6.659999999999999,"Data Analysis, SQL, HTML/CSS",Software Development,Full Stack Developer,28,Male,Amalapuram,B.Tech,Mechanical,Working Professional,"Teamwork, Creativity","English, Kannada","Machine Learning, GCP",Office,Technical,Research Assistant,Top Performer,Programming,No
7.481999999999999,"HTML/CSS, Data Analysis, JavaScript",Software Development,Full Stack Developer,20,Other,Bangalore,MBA,EEE,Graduate,"Time Management, Creativity","Hindi, Marathi","Azure, Data Science",Hybrid,Analytical,Part-time Job,,Project Management,No
5.226,"C++, HTML/CSS",AI/ML,AI Researcher,30,Female,Vizag,MBA,IT,Student,"Problem Solving, Teamwork, Leadership","Marathi, English","Machine Learning, AWS",Remote,Social,,Awarded Best Project,Programming,Yes
9.416,React,Software Development,Full Stack Developer,23,Male,Amalapuram,10th,Commerce,Student,"Teamwork, Leadership","Kannada, English",Full Stack Development,Hybrid,Technical,Part-time Job,,Project Management,Yes
5.0,"Data Analysis, Node.js",AI/ML,Deep Learning Engineer,22,Female,Amalapuram,MCA,IT,Student,"Time Management, Communication, Problem Solving","Tamil, Hindi",Azure,Field Work,Creative,Freelance Project,Published Paper,Leadership,No
7.162000000000001,"SQL, JavaScript, Data Analysis",Software Development,Frontend Developer,22,Other,Amalapuram,B.Tech,Commerce,Graduate,Time Management,"Kannada, Hindi",AWS,Hybrid,Social,Research Assistant,Hackathon Winner,Programming,No
9.883,"JavaScript, HTML/CSS, C++",Design,Product Designer,22,Other,Amalapuram,12th,EEE,Student,Problem Solving,Kannada,,Field Work,Social,,Employee of the Month,Teamwork,Yes
7.2540000000000004,SQL,Management,Business Manager,20,Female,Bangalore,B.Sc,BBA,Graduate,"Problem Solving, Creativity","Telugu, Tamil",AWS,Hybrid,Technical,,Employee of the Month,Project Management,No
5.682,Java,Management,Business Manager,30,Female,Hyderabad,MCA,Civil,Student,"Creativity, Time Management, Communication",Hindi,,Office,Technical,Startup Experience,Awarded Best Project,Teamwork,Yes
8.533,C++,Cybersecurity,Cybersecurity Analyst,23,Female,Hyderabad,10th,Civil,Student,Time Management,"Hindi, Kannada",,Hybrid,Analytical,Freelance Project,Awarded Best Project,Data Analysis,Yes
8.620000000000001,C++,Design,UI/UX Designer,25,Female,Mumbai,B.Tech,EEE,Student,"Leadership, Creativity","Kannada, English",,Field Work,Analytical,Freelance Project,,Programming,Yes
7.322,"Java, HTML/CSS",Management,Operations Manager,29,Male,Vizag,M.Sc,IT,Graduate,Teamwork,Kannada,,Office,Social,Startup Experience,Hackathon Winner,Leadership,No
8.262,"Java, HTML/CSS, Node.js",Cybersecurity,Ethical Hacker,20,Male,Amalapuram,10th,Mechanical,Working Professional,"Time Management, Communication, Problem Solving",Hindi,"Python, Full Stack Development",Office,Analytical,Research Assistant,Published Paper,Teamwork,Yes
5.837,"Data Analysis, Java, Python",Marketing,Marketing Executive,23,Other,Mumbai,B.Tech,Mechanical,Working Professional,"Leadership, Time Management, Teamwork","Marathi, English",,Field Work,Creative,Research Assistant,Hackathon Winner,Data Analysis,No
8.419,Python,Data Science,Data Scientist,25,Other,Pune,M.Sc,BBA,Working Professional,Time Management,"English, Telugu",Python,Field Work,Technical,Freelance Project,Published Paper,Project Management,No
9.72,"React, JavaScript",Marketing,Digital Marketing Specialist,28,Male,Vizag,12th,Commerce,Graduate,Teamwork,Hindi,Azure,Office,Social,,,Programming,No
5.144,"Node.js, Python",Software Development,Full Stack Developer,27,Male,Amalapuram,MBA,Mechanical,Working Professional,"Time Management, Problem Solving, Teamwork","Telugu, English",Data Science,Hybrid,Creative,Freelance Project,Employee of the Month,Teamwork,Yes
7.981999999999999,Data Analysis,Marketing,Marketing Executive,22,Male,Amalapuram,B.Tech,IT,Working Professional,Time Management,"English, Marathi",Azure,Hybrid,Analytical,Internship at XYZ,Awarded Best Project,Data Analysis,No
7.595999999999999,"C++, Python, Node.js",Cybersecurity,Ethical Hacker,24,Male,Vizag,M.Sc,ECE,Student,Leadership,Telugu,"Python, GCP",Remote,Technical,Internship at XYZ,Employee of the Month,Project Management,Yes
7.203,Java,Software Development,Full Stack Developer,18,Male,Vizag,MBA,EEE,Student,"Leadership, Creativity",Tamil,GCP,Office,Technical,Freelance Project,Published Paper,Leadership,Yes
7.685,Data Analysis,Management,Business Manager,19,Female,Mumbai,B.Sc,BBA,Working Professional,Communication,"Tamil, Telugu","Python, Full Stack Development",Remote,Analytical,Part-time Job,Published Paper,Programming,No
7.720999999999999,Java,Data Science,Data Analyst,30,Male,Mumbai,MBA,CSE,Student,"Leadership, Creativity",Marathi,"AWS, Azure",Office,Social,Freelance Project,Employee of the Month,Problem Solving,No
6.081,"Data Analysis, C++, Python",Software Development,Backend Developer,26,Female,Delhi,M.Tech,EEE,Graduate,"Communication, Leadership","English, Marathi","Python, Data Science",Hybrid,Social,Freelance Project,,Teamwork,No
8.076,"SQL, JavaScript, Data Analysis",Data Science,Data Analyst,24,Other,Pune,B.Tech,BBA,Student,Teamwork,Kannada,,Field Work,Analytical,Internship at XYZ,Top Performer,Programming,No
8.735,"Java, HTML/CSS, Data Analysis",Management,Operations Manager,22,Female,Amalapuram,M.Tech,Commerce,Graduate,"Leadership, Problem Solving",Marathi,,Field Work,Technical,Startup Experience,,Leadership,No
9.923,"Node.js, Data Analysis",Management,Business Manager,25,Male,Pune,B.Sc,Civil,Working Professional,Time Management,"Tamil, Marathi",,Remote,Creative,Startup Experience,Top Performer,Project Management,No
9.546,Node.js,Data Science,Data Scientist,28,Female,Pune,B.Sc,EEE,Student,"Teamwork, Creativity","Telugu, Marathi",Data Science,Remote,Creative,Startup Experience,Awarded Best Project,Problem Solving,Yes
6.2090000000000005,C++,Design,UI/UX Designer,26,Female,Vizag,MBA,Commerce,Working Professional,"Problem Solving, Creativity, Leadership","Tamil, English",,Office,Technical,Internship at XYZ,,Data Analysis,Yes
5.524,JavaScript,Data Science,Business Analyst,25,Female,Pune,12th,EEE,Student,"Teamwork, Leadership","Marathi, English","AWS, Python",Field Work,Analytical,Internship at XYZ,Published Paper,Leadership,No
8.012,C++,Data Science,Data Analyst,21,Other,Bangalore,MBA,Commerce,Student,"Time Management, Creativity, Leadership",English,,Hybrid,Social,Internship at XYZ,Employee of the Month,Programming,Yes
5.439,"SQL, Python, Data Analysis",Data Science,Data Analyst,22,Other,Hyderabad,MCA,Civil,Graduate,"Leadership, Problem Solving",Tamil,,Field Work,Technical,Internship at XYZ,Published Paper,Data Analysis,Yes
7.696,"Node.js, SQL, HTML/CSS",Cybersecurity,Ethical Hacker,23,Other,Pune,10th,Commerce,Graduate,Teamwork,"Hindi, Marathi","Python, Azure",Hybrid,Social,Research Assistant,,Teamwork,No
9.598,"React, Node.js, JavaScript",Software Development,Frontend Developer,27,Other,Vizag,MCA,CSE,Working Professional,"Creativity, Teamwork",Tamil,"Azure, Data Science",Office,Social,Freelance Project,,Leadership,No
6.506,"C++, Python, Java",Design,Graphic Designer,29,Female,Chennai,10th,Mechanical,Graduate,"Leadership, Creativity, Time Management","Tamil, Telugu",Full Stack Development,Office,Social,Startup Experience,Employee of the Month,Teamwork,No
5.992,JavaScript,Management,Project Manager,23,Female,Hyderabad,M.Tech,ECE,Student,Leadership,Tamil,"Python, Data Science",Office,Analytical,Internship at XYZ,Top Performer,Programming,No
9.428,"Java, C++",Marketing,SEO Analyst,27,Other,Amalapuram,12th,Mechanical,Graduate,"Problem Solving, Communication",Tamil,,Remote,Social,Internship at XYZ,Awarded Best Project,Leadership,No
5.183,"React, Data Analysis, HTML/CSS",Marketing,SEO Analyst,19,Female,Mumbai,M.Sc,ECE,Student,Time Management,"Telugu, Marathi",,Remote,Analytical,,Published Paper,Problem Solving,No
7.269,"C++, SQL",Management,Business Manager,30,Other,Bangalore,M.Tech,ECE,Graduate,"Problem Solving, Creativity","Hindi, English","AWS, Python",Remote,Analytical,Part-time Job,Hackathon Winner,Leadership,Yes
9.58,"JavaScript, Data Analysis",Cybersecurity,Security Engineer,30,Other,Delhi,B.Tech,CSE,Working Professional,"Communication, Time Management","English, Marathi",,Remote,Analytical,Part-time Job,,Leadership,Yes
5.199,React,Data Science,Data Scientist,29,Other,Delhi,M.Sc,IT,Working Professional,"Communication, Problem Solving, Time Management",Marathi,"Azure, Data Science",Office,Creative,,Awarded Best Project,Programming,Yes
7.627,JavaScript,Cybersecurity,Security Engineer,26,Female,Hyderabad,B.Sc,EEE,Student,"Problem Solving, Creativity, Time Management","Telugu, Tamil",,Field Work,Creative,Research Assistant,Published Paper,Teamwork,Yes
9.048,"Node.js, Java",Software Development,Software Engineer,27,Other,Amalapuram,10th,BBA,Working Professional,"Time Management, Communication","Marathi, Telugu",Machine Learning,Field Work,Social,,Employee of the Month,Problem Solving,No
8.265,"Java, Python, Node.js",Data Science,Business Analyst,22,Male,Pune,MCA,Mechanical,Working Professional,Problem Solving,"Tamil, English","AWS, Azure",Remote,Social,Startup Experience,Awarded Best Project,Problem Solving,Yes
8.857,Node.js,Design,Product Designer,20,Female,Mumbai,M.Tech,Mechanical,Working Professional,Time Management,Tamil,,Hybrid,Analytical,Part-time Job,Hackathon Winner,Project Management,Yes
8.275,"Java, Node.js, HTML/CSS",AI/ML,Deep Learning Engineer,26,Male,Amalapuram,MBA,Mechanical,Graduate,"Communication, Time Management, Creativity",Telugu,,Remote,Social,Part-time Job,Top Performer,Problem Solving,No
9.690000000000001,"Python, Node.js",Management,Business Manager,22,Female,Pune,M.Tech,EEE,Working Professional,"Time Management, Communication","Telugu, Hindi",,Office,Analytical,Part-time Job,Awarded Best Project,Programming,Yes
7.87,"JavaScript, Node.js, React",AI/ML,Deep Learning Engineer,29,Male,Pune,12th,IT,Graduate,"Teamwork, Time Management","Marathi, Kannada",,Hybrid,Social,Internship at XYZ,Employee of the Month,Data Analysis,No
8.836,"Data Analysis, C++",Software Development,Full Stack Developer,21,Female,Chennai,B.Sc,ECE,Student,Leadership,"Marathi, Telugu",,Remote,Analytical,Part-time Job,Published Paper,Data Analysis,No
9.288,C++,Design,Graphic Designer,18,Female,Bangalore,MBA,Commerce,Working Professional,Teamwork,Telugu,"GCP, Full Stack Development",Field Work,Creative,Part-time Job,Employee of the Month,Programming,Yes
8.056000000000001,SQL,Management,Operations Manager,24,Male,Vizag,M.Tech,Mechanical,Working Professional,"Leadership, Time Management","Telugu, Tamil","AWS, Azure",Office,Analytical,Internship at XYZ,Hackathon Winner,Project Management,No
7.901999999999999,"Node.js, Java, Data Analysis",Design,Graphic Designer,20,Male,Hyderabad,B.Tech,EEE,Working Professional,"Time Management, Communication, Creativity",Marathi,,Remote,Social,Part-time Job,Awarded Best Project,Programming,Yes
9.676,"C++, React, Java",Design,UI/UX Designer,28,Other,Bangalore,M.Sc,Mechanical,Graduate,"Problem Solving, Creativity","English, Marathi","AWS, Python",Office,Creative,Internship at XYZ,Employee of the Month,Leadership,Yes
8.134,"JavaScript, HTML/CSS",AI/ML,Deep Learning Engineer,28,Female,Hyderabad,MCA,Commerce,Graduate,"Teamwork, Problem Solving",Marathi,AWS,Remote,Creative,Internship at XYZ,Published Paper,Project Management,No
9.947,"Data Analysis, Java",Software Development,Backend Developer,30,Male,Chennai,MBA,Mechanical,Student,Problem Solving,"English, Marathi",,Office,Technical,,Published Paper,Programming,No
5.553,"Node.js, HTML/CSS, Data Analysis",Data Science,Business Analyst,20,Other,Bangalore,MBA,Civil,Working Professional,Leadership,English,Azure,Office,Technical,Startup Experience,Employee of the Month,Teamwork,No
8.802,"Java, SQL",Cybersecurity,Cybersecurity Analyst,30,Male,Amalapuram,10th,BBA,Student,"Problem Solving, Communication",Marathi,"Python, Machine Learning",Office,Analytical,Part-time Job,Hackathon Winner,Teamwork,No
9.754999999999999,"Node.js, HTML/CSS, Data Analysis",Management,Business Manager,20,Male,Hyderabad,MCA,Mechanical,Working Professional,"Creativity, Teamwork",Hindi,"Full Stack Development, GCP",Hybrid,Analytical,,Published Paper,Data Analysis,Yes
9.926,"Python, React, SQL",Software Development,Frontend Developer,24,Male,Vizag,M.Tech,ECE,Graduate,"Teamwork, Problem Solving, Leadership",Hindi,Azure,Office,Creative,Startup Experience,Top Performer,Project Management,No
5.503,"Java, C++",Cybersecurity,Cybersecurity Analyst,20,Female,Hyderabad,B.Tech,CSE,Student,Problem Solving,Tamil,Machine Learning,Office,Social,Freelance Project,Hackathon Winner,Programming,Yes
6.358,C++,AI/ML,AI Researcher,23,Other,Vizag,B.Sc,ECE,Working Professional,"Leadership, Time Management",Telugu,,Office,Creative,,Published Paper,Data Analysis,Yes
7.369,"Java, React",Management,Business Manager,27,Male,Mumbai,MBA,Civil,Working Professional,"Communication, Time Management, Creativity",Kannada,,Remote,Analytical,Research Assistant,,Problem Solving,Yes
7.981999999999999,Python,Marketing,SEO Analyst,23,Male,Delhi,B.Sc,IT,Student,"Time Management, Leadership","Marathi, Tamil",AWS,Field Work,Technical,Startup Experience,Hackathon Winner,Leadership,No
5.313000000000001,SQL,Software Development,Software Engineer,30,Male,Hyderabad,MCA,Mechanical,Working Professional,Teamwork,Marathi,"AWS, Full Stack Development",Field Work,Technical,Freelance Project,Top Performer,Data Analysis,No
6.720999999999999,"HTML/CSS, JavaScript, C++",Design,Product Designer,27,Male,Hyderabad,MBA,IT,Student,"Time Management, Leadership",English,,Remote,Technical,Part-time Job,Hackathon Winner,Project Management,Yes
9.183,"Java, SQL",AI/ML,AI Researcher,18,Male,Amalapuram,MCA,BBA,Graduate,"Problem Solving, Communication, Teamwork","Hindi, English",,Field Work,Analytical,Internship at XYZ,Published Paper,Teamwork,No
5.464,"React, HTML/CSS, Node.js",Data Science,Data Scientist,24,Female,Delhi,B.Sc,Mechanical,Student,"Communication, Creativity, Time Management",English,Python,Remote,Analytical,Part-time Job,Employee of the Month,Project Management,Yes
7.595000000000001,"Python, SQL",Marketing,Digital Marketing Specialist,21,Female,Delhi,MBA,BBA,Student,"Creativity, Teamwork, Time Management",Marathi,AWS,Remote,Technical,Freelance Project,Top Performer,Problem Solving,No
8.809999999999999,Data Analysis,Data Science,Business Analyst,28,Male,Chennai,M.Sc,CSE,Graduate,"Time Management, Leadership, Teamwork",Hindi,"Machine Learning, Azure",Office,Social,Part-time Job,Hackathon Winner,Leadership,No
8.115,"Python, React",Marketing,Marketing Executive,18,Male,Amalapuram,10th,EEE,Student,Communication,Marathi,,Field Work,Social,,Top Performer,Teamwork,No
9.99,"Data Analysis, Java",Data Science,Data Scientist,25,Female,Hyderabad,MCA,ECE,Student,"Creativity, Teamwork",Marathi,,Office,Technical,Research Assistant,,Leadership,Yes
9.78,C++,Data Science,Data Analyst,24,Other,Delhi,10th,Commerce,Working Professional,"Creativity, Problem Solving","Telugu, Kannada",AWS,Hybrid,Analytical,,Published Paper,Problem Solving,Yes
9.626000000000001,"SQL, Node.js",AI/ML,Deep Learning Engineer,19,Female,Amalapuram,MCA,Mechanical,Graduate,Communication,Hindi,"Machine Learning, Python",Remote,Analytical,,Published Paper,Data Analysis,Yes
5.109,Python,AI/ML,AI Researcher,25,Female,Vizag,M.Sc,EEE,Graduate,"Leadership, Problem Solving, Creativity","English, Marathi","Data Science, Machine Learning",Office,Creative,Freelance Project,Top Performer,Teamwork,No
8.216,React,Management,Project Manager,19,Other,Delhi,B.Sc,BBA,Working Professional,Teamwork,"Kannada, Tamil","Python, Machine Learning",Office,Creative,,Employee of the Month,Data Analysis,Yes
9.419,"HTML/CSS, SQL",Cybersecurity,Security Engineer,24,Female,Chennai,B.Tech,EEE,Working Professional,"Time Management, Creativity",Kannada,"Machine Learning, Full Stack Development",Field Work,Analytical,,Top Performer,Leadership,Yes
5.401,React,Design,UI/UX Designer,24,Other,Bangalore,M.Tech,Commerce,Student,Problem Solving,Telugu,,Remote,Creative,Part-time Job,Hackathon Winner,Project Management,Yes
5.619,"HTML/CSS, Data Analysis",Cybersecurity,Security Engineer,24,Female,Pune,MCA,ECE,Student,Teamwork,Tamil,GCP,Office,Analytical,Freelance Project,Awarded Best Project,Data Analysis,No
5.4159999999999995,"JavaScript, React",Design,UI/UX Designer,22,Male,Bangalore,M.Tech,BBA,Graduate,Time Management,Tamil,,Office,Creative,Research Assistant,Employee of the Month,Project Management,Yes
8.617,"Python, HTML/CSS, Data Analysis",AI/ML,Machine Learning Engineer,27,Male,Chennai,MCA,Commerce,Student,"Communication, Time Management, Leadership","Marathi, Tamil",Python,Hybrid,Creative,Part-time Job,Employee of the Month,Programming,Yes
8.53,"Python, Node.js, SQL",Design,Product Designer,20,Male,Vizag,12th,EEE,Student,Leadership,"Telugu, Hindi",Machine Learning,Hybrid,Analytical,Internship at XYZ,Top Performer,Data Analysis,Yes
7.297,"Data Analysis, React",Management,Project Manager,23,Other,Delhi,B.Tech,Civil,Graduate,Creativity,Telugu,,Remote,Social,Internship at XYZ,Hackathon Winner,Project Management,Yes
6.904999999999999,"JavaScript, React, Node.js",Software Development,Backend Developer,27,Male,Pune,B.Tech,Civil,Graduate,Communication,"Marathi, Hindi",,Remote,Creative,Freelance Project,Top Performer,Data Analysis,No
9.076,"C++, JavaScript, Node.js",Software Development,Frontend Developer,20,Other,Chennai,M.Tech,ECE,Working Professional,Communication,"Marathi, Telugu",Python,Office,Creative,Research Assistant,Top Performer,Programming,Yes
9.61,"SQL, Java, C++",Cybersecurity,Cybersecurity Analyst,23,Female,Hyderabad,10th,ECE,Graduate,"Communication, Time Management","Kannada, English",GCP,Field Work,Analytical,Research Assistant,Employee of the Month,Leadership,Yes
9.015,"SQL, HTML/CSS, JavaScript",Design,Product Designer,29,Female,Hyderabad,B.Sc,ECE,Student,"Communication, Teamwork","Telugu, English","Machine Learning, GCP",Hybrid,Social,Internship at XYZ,Published Paper,Data Analysis,Yes
9.465,"JavaScript, React, HTML/CSS",Data Science,Business Analyst,27,Female,Mumbai,B.Tech,Civil,Working Professional,Communication,Kannada,"Azure, Python",Remote,Analytical,,Awarded Best Project,Problem Solving,No
7.148999999999999,"C++, Node.js, JavaScript",Data Science,Business Analyst,30,Female,Mumbai,M.Sc,BBA,Student,"Teamwork, Problem Solving",Hindi,"Python, Full Stack Development",Hybrid,Creative,Freelance Project,Top Performer,Project Management,No
5.09,"Node.js, Python, SQL",Design,UI/UX Designer,20,Male,Chennai,M.Sc,ECE,Student,Creativity,English,"GCP, Azure",Hybrid,Technical,Part-time Job,Awarded Best Project,Leadership,Yes
7.873,"SQL, HTML/CSS",Data Science,Business Analyst,30,Male,Chennai,M.Tech,Civil,Working Professional,"Problem Solving, Leadership, Communication","Telugu, English",,Remote,Social,Research Assistant,Employee of the Month,Programming,Yes
8.186,"SQL, Python",Cybersecurity,Cybersecurity Analyst,19,Other,Hyderabad,M.Sc,CSE,Graduate,Leadership,Telugu,"Data Science, AWS",Office,Social,,,Programming,No
8.869,"React, SQL",AI/ML,AI Researcher,25,Female,Pune,B.Tech,Commerce,Working Professional,"Leadership, Teamwork, Creativity","Kannada, Hindi","Full Stack Development, Data Science",Hybrid,Technical,Internship at XYZ,,Project Management,No
5.805,"SQL, Data Analysis, C++",Marketing,SEO Analyst,23,Female,Bangalore,M.Sc,ECE,Student,"Teamwork, Leadership, Problem Solving",Marathi,"AWS, GCP",Remote,Technical,,,Leadership,Yes
8.759,"HTML/CSS, Node.js",Marketing,Marketing Executive,27,Female,Mumbai,10th,IT,Working Professional,"Teamwork, Time Management","Marathi, English",Data Science,Remote,Social,Internship at XYZ,,Programming,Yes
8.643,JavaScript,Data Science,Data Scientist,18,Male,Delhi,M.Sc,Civil,Student,"Problem Solving, Leadership",Marathi,,Field Work,Social,Startup Experience,Published Paper,Programming,No
7.5920000000000005,"SQL, React, C++",Management,Business Manager,28,Female,Pune,M.Tech,EEE,Working Professional,"Creativity, Teamwork, Leadership",Telugu,,Remote,Creative,Part-time Job,Employee of the Month,Programming,No
6.545,"Java, HTML/CSS",Management,Business Manager,26,Male,Mumbai,MCA,BBA,Graduate,"Leadership, Teamwork, Creativity","Hindi, Marathi",,Remote,Creative,Startup Experience,Employee of the Month,Teamwork,Yes
7.0329999999999995,C++,Design,Graphic Designer,22,Male,Amalapuram,B.Tech,Civil,Student,Time Management,Telugu,Python,Field Work,Creative,Internship at XYZ,,Data Analysis,Yes
5.836,Node.js,Data Science,Data Scientist,25,Other,Chennai,B.Tech,BBA,Graduate,"Problem Solving, Communication, Creativity",Kannada,,Field Work,Social,Freelance Project,Employee of the Month,Problem Solving,No
8.257,Node.js,AI/ML,Machine Learning Engineer,22,Female,Mumbai,12th,Civil,Working Professional,Time Management,"Hindi, Tamil",,Office,Social,Internship at XYZ,Employee of the Month,Project Management,No
9.524,"C++, Java",AI/ML,AI Researcher,22,Male,Pune,12th,IT,Student,Teamwork,"Kannada, English","Python, Data Science",Field Work,Creative,Part-time Job,Hackathon Winner,Project Management,No
8.595,"React, Data Analysis",Marketing,Marketing Executive,29,Female,Hyderabad,10th,CSE,Student,"Teamwork, Time Management, Creativity",English,,Hybrid,Social,Internship at XYZ,Employee of the Month,Data Analysis,Yes
5.68,HTML/CSS,Cybersecurity,Ethical Hacker,22,Other,Bangalore,10th,EEE,Working Professional,"Problem Solving, Teamwork, Leadership","Telugu, Marathi","AWS, Machine Learning",Field Work,Technical,,Hackathon Winner,Problem Solving,Yes
7.161,"Java, SQL, Node.js",Software Development,Full Stack Developer,24,Other,Vizag,M.Tech,EEE,Student,Creativity,Kannada,"AWS, Python",Office,Analytical,Part-time Job,Published Paper,Problem Solving,No
8.195,"Python, HTML/CSS",Management,Business Manager,24,Other,Chennai,MBA,Commerce,Working Professional,"Teamwork, Time Management","Marathi, Kannada","Azure, Python",Office,Analytical,Research Assistant,Awarded Best Project,Programming,Yes
6.309,"HTML/CSS, Data Analysis, JavaScript",Data Science,Business Analyst,27,Female,Amalapuram,MCA,IT,Student,Creativity,"Kannada, Tamil",Python,Field Work,Technical,Research Assistant,,Teamwork,No
6.232,"HTML/CSS, JavaScript",Data Science,Data Analyst,22,Other,Delhi,M.Tech,BBA,Graduate,"Creativity, Problem Solving, Teamwork","Tamil, Kannada",Python,Field Work,Social,,Top Performer,Programming,No
7.7459999999999996,Data Analysis,Data Science,Data Analyst,22,Female,Hyderabad,10th,BBA,Graduate,Creativity,"Telugu, Hindi","Full Stack Development, GCP",Remote,Analytical,Freelance Project,,Leadership,Yes
6.079,"Python, HTML/CSS",Marketing,Digital Marketing Specialist,22,Female,Delhi,10th,EEE,Working Professional,"Communication, Leadership, Teamwork",Hindi,,Office,Technical,Internship at XYZ,Top Performer,Problem Solving,Yes
9.765,"SQL, Python",Management,Operations Manager,25,Female,Delhi,M.Sc,EEE,Working Professional,"Teamwork, Problem Solving",Telugu,Python,Hybrid,Creative,Part-time Job,Hackathon Winner,Project Management,Yes
9.096,"SQL, React",Software Development,Frontend Developer,19,Male,Mumbai,10th,ECE,Student,"Teamwork, Leadership, Problem Solving",English,,Hybrid,Technical,Internship at XYZ,Published Paper,Teamwork,Yes
6.211,"SQL, Python",AI/ML,Deep Learning Engineer,29,Male,Delhi,MCA,Civil,Graduate,Time Management,Telugu,"GCP, Data Science",Office,Social,,Hackathon Winner,Data Analysis,Yes
5.611,"Data Analysis, React",Cybersecurity,Security Engineer,18,Female,Bangalore,12th,Commerce,Working Professional,"Problem Solving, Time Management","Marathi, Kannada",,Office,Creative,Internship at XYZ,Published Paper,Project Management,No
7.43,Python,Management,Operations Manager,25,Female,Amalapuram,12th,IT,Graduate,"Problem Solving, Leadership, Teamwork",Telugu,"Data Science, Machine Learning",Field Work,Technical,Research Assistant,Published Paper,Data Analysis,No
5.958,JavaScript,Cybersecurity,Ethical Hacker,28,Female,Mumbai,M.Sc,BBA,Working Professional,"Problem Solving, Creativity, Time Management",Telugu,Python,Office,Technical,Startup Experience,Hackathon Winner,Leadership,Yes
7.691,"C++, Java, SQL",Data Science,Data Analyst,22,Male,Chennai,12th,EEE,Student,"Communication, Time Management",Kannada,Python,Field Work,Analytical,Research Assistant,Hackathon Winner,Project Management,Yes
5.954,HTML/CSS,AI/ML,Machine Learning Engineer,26,Other,Hyderabad,MBA,EEE,Graduate,"Communication, Creativity","Hindi, Tamil",Azure,Office,Social,,,Teamwork,Yes
8.129000000000001,Python,Design,Product Designer,24,Male,Pune,B.Sc,EEE,Student,Time Management,Hindi,,Office,Analytical,Research Assistant,,Data Analysis,No
8.742,"SQL, JavaScript, Data Analysis",Marketing,SEO Analyst,25,Female,Hyderabad,B.Sc,CSE,Working Professional,"Leadership, Creativity","Tamil, English",,Office,Creative,Research Assistant,Hackathon Winner,Data Analysis,Yes
9.567,"Python, Node.js, SQL",Management,Business Manager,20,Male,Mumbai,B.Tech,BBA,Working Professional,"Leadership, Problem Solving, Time Management",Kannada,,Hybrid,Technical,Freelance Project,Hackathon Winner,Teamwork,No
8.452,C++,Marketing,SEO Analyst,22,Female,Bangalore,B.Tech,EEE,Graduate,"Leadership, Time Management, Teamwork",Kannada,,Remote,Analytical,Research Assistant,Hackathon Winner,Leadership,No
8.123000000000001,"Python, C++, JavaScript",AI/ML,AI Researcher,24,Other,Hyderabad,M.Sc,CSE,Student,Problem Solving,Hindi,Python,Hybrid,Creative,,,Problem Solving,Yes
